name,author,year_birth,year_death,popularity,subjects_list
The Economic Consequences of the Peace,John Maynard Keynes,1883,1946,535,"['Economic history -- 1918-1945', 'Treaty of Versailles (1919 June 28)', 'World War, 1914-1918 -- Economic aspects']"
Areopagitica,John Milton,1608,1674,473,['Freedom of the press -- Early works to 1800']
"L'Allegro, Il Penseroso, Comus, and Lycidas",John Milton,1608,1674,30,"['Cheerfulness -- Poetry', 'Didactic poetry', 'Melancholy -- Poetry']"
Milton's Comus,John Milton,1608,1674,225,['Poetry']
Minor Poems by Milton,John Milton,1608,1674,78,"['English poetry -- Early modern, 1500-1700']"
Paradise Lost,John Milton,1608,1674,1666,"['Adam (Biblical figure) -- Poetry', 'Bible. Genesis -- History of Biblical events -- Poetry', 'Eve (Biblical figure) -- Poetry', 'Fall of man -- Poetry']"
Paradise Regained,John Milton,1608,1674,217,"['Bible. Gospels -- History of Biblical events -- Poetry', 'English poetry', 'Epic poetry', 'Jesus Christ -- Temptation -- Poetry']"
The Poetical Works of John Milton,John Milton,1608,1674,431,['English poetry']
Burke,John Morley,1838,1923,42,"['Burke, Edmund, 1729-1797', 'Great Britain -- Politics and government -- 18th century', 'Orators -- Great Britain -- Biography', 'Political scientists -- Great Britain -- Biography', 'Statesmen -- Great Britain -- Biography']"
"Critical Miscellanies, Volume 1, Essay 1, Robespierre",John Morley,1838,1923,14,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 1, Essay 2, Carlyle",John Morley,1838,1923,16,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 1, Essay 3, Byron",John Morley,1838,1923,9,['History']
"Critical Miscellanies, Volume 1, Essay 4, Macaulay",John Morley,1838,1923,14,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 1, Essay 5, Emerson",John Morley,1838,1923,14,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 2, Essay 1, Vauvenargues",John Morley,1838,1923,16,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 2, Essay 2, Turgot",John Morley,1838,1923,16,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 2, Essay 3, Condorcet",John Morley,1838,1923,17,['History']
"Critical Miscellanies, Volume 2, Essay 4, Joseph de Maistre",John Morley,1838,1923,16,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 3, Essay 1, On Popular Culture",John Morley,1838,1923,9,['History']
"Critical Miscellanies, Volume 3, Essay 10, Auguste Comte",John Morley,1838,1923,15,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 3, Essay 4, The Life of George Eliot",John Morley,1838,1923,201,"['Conduct of life -- Juvenile fiction', 'Didactic fiction', 'Fairy tales', 'Short stories']"
"Critical Miscellanies, Volume 3, Essay 5, On Pattison's Memoirs",John Morley,1838,1923,15,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 3, Essay 6, Harriet Martineau",John Morley,1838,1923,15,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 3, Essay 7, A Sketch",John Morley,1838,1923,15,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 3, Essay 8, France in the Eighteenth Century",John Morley,1838,1923,15,"['Fairy tales -- Arab countries', 'Folklore -- Arab countries']"
"Critical Miscellanies, Volume 3, Essay 9, The Expansion of England",John Morley,1838,1923,201,"['Conduct of life -- Juvenile fiction', 'Didactic fiction', 'Fairy tales', 'Short stories']"
"Critical Miscellanies, Volume 3, Essays 2 and 3",John Morley,1838,1923,27,"['Art', 'Art -- Censorship', 'Art -- Philosophy']"
On Compromise,John Morley,1838,1923,34,['Compromise (Ethics)']
Rousseau,John Morley,1838,1923,71,"['Rousseau, Jean-Jacques, 1712-1778']"
Studies in Literature,John Morley,1838,1923,15,"['Browning, Robert, 1812-1889. Ring and the book', 'Hugo, Victor, 1802-1885. Quatrevingt-treize', 'Literature -- History and criticism', 'Maine, Henry Sumner, 1822-1888. Popular government', 'Napier, Macvey, 1776-1847', 'Wordsworth, William, 1770-1850']"
The Life of William Ewart Gladstone (Vol 1 of 3),John Morley,1838,1923,201,"['Conduct of life -- Juvenile fiction', 'Didactic fiction', 'Fairy tales', 'Short stories']"
The Life of William Ewart Gladstone (Vol 2 of 3),John Morley,1838,1923,19,"['Gladstone, W. E. (William Ewart), 1809-1898', 'Great Britain -- Politics and government -- 1837-1901', 'Liberal Party (Great Britain) -- Biography', 'Prime ministers -- Great Britain -- Biography']"
The Life of William Ewart Gladstone (Vol 3 of 3),John Morley,1838,1923,18,"['Gladstone, W. E. (William Ewart), 1809-1898', 'Great Britain -- Politics and government -- 1837-1901', 'Liberal Party (Great Britain) -- Biography', 'Prime ministers -- Great Britain -- Biography']"
A Joy For Ever,John Ruskin,1819,1900,33,['Art']
"Aratra Pentelici, Seven Lectures on the Elements of Sculpture",John Ruskin,1819,1900,201,"['Conduct of life -- Juvenile fiction', 'Didactic fiction', 'Fairy tales', 'Short stories']"
Ariadne Florentina,John Ruskin,1819,1900,37,"['Engraving', 'Wood-engraving']"
Frondes Agrestes,John Ruskin,1819,1900,27,"['Art', 'Painting']"
Giotto and his works in Padua,John Ruskin,1819,1900,57,"[""Cappella degli Scrovegni nell\\'Arena (Padua, Italy)"", 'Giotto, 1266?-1337', 'Mural painting and decoration -- Italy -- Padua']"
Hortus Inclusus,John Ruskin,1819,1900,19,"['Ruskin, John, 1819-1900 -- Correspondence']"
Lectures on Architecture and Painting,John Ruskin,1819,1900,222,"['Architecture', 'Painting', 'Pre-Raphaelitism', 'Turner, J. M. W. (Joseph Mallord William), 1775-1851']"
Lectures on Art,John Ruskin,1819,1900,140,['Art']
Lectures on Landscape,John Ruskin,1819,1900,118,['Landscape painting']
Letters to the Clergy,John Ruskin,1819,1900,11,"['Church of England -- Clergy', ""Lord\\'s prayer"", 'Ruskin, John, 1819-1900 -- Correspondence']"
Love's Meinie,John Ruskin,1819,1900,19,"['Birds in art', 'Robins', 'Swallows', 'Water birds']"
"Modern Painters, Volume 1 (of 5)",John Ruskin,1819,1900,72,['American poetry -- 19th century']
"Modern Painters, Volume 2 (of 5)",John Ruskin,1819,1900,41,['Slavery -- United States -- Poetry']
"Modern Painters, Volume 3 (of 5)",John Ruskin,1819,1900,7,"['Macaulay, Thomas Babington Macaulay, Baron, 1800-1859']"
"Modern Painters, Volume 4 (of 5)",John Ruskin,1819,1900,29,['American poetry -- 19th century']
"On the Old Road, Vol. 1 (of 2)",John Ruskin,1819,1900,26,"['Art', 'Essays', 'Literature']"
"On the Old Road, Vol. 2 (of 2)",John Ruskin,1819,1900,92,"['Art', 'Essays', 'Literature']"
"Our Fathers Have Told Us, Part I, The Bible of Amiens",John Ruskin,1819,1900,201,"['Conduct of life -- Juvenile fiction', 'Didactic fiction', 'Fairy tales', 'Short stories']"
"Proserpina, Volume 1",John Ruskin,1819,1900,41,"['Flowers', 'Plants']"
"Proserpina, Volume 2",John Ruskin,1819,1900,17,"['Flowers', 'Plants']"
Saint Ursula,John Ruskin,1819,1900,12,"['Carpaccio, Vittore, 1455?-1525? Dream of Saint Ursula', 'Ursula, Saint']"
Selections From the Works of John Ruskin,John Ruskin,1819,1900,207,['Art']
Sesame and Lilies,John Ruskin,1819,1900,438,"['Books and reading -- Great Britain', 'Conduct of life', 'Social problems', 'Women']"
Stones of Venice [introductions],John Ruskin,1819,1900,53,['Architecture -- Italy -- Venice']
The Crown of Wild Olive,John Ruskin,1819,1900,167,"['Architecture', 'Conduct of life', 'Drawing -- Study and teaching', 'Economics', 'English literature -- History and criticism', 'War', 'Work']"
The Elements of Drawing,John Ruskin,1819,1900,583,['Drawing']
The Ethics of the Dust,John Ruskin,1819,1900,36,"['Conduct of life', 'Crystallography']"
The Harbours of England,John Ruskin,1819,1900,49,['Harbors -- England']
The King of the Golden River,John Ruskin,1819,1900,201,"['Conduct of life -- Juvenile fiction', 'Didactic fiction', 'Fairy tales', 'Short stories']"
The Pleasures of England,John Ruskin,1819,1900,22,['England -- Civilization']
The Poetry of Architecture,John Ruskin,1819,1900,280,['Architecture']
The Queen of the Air,John Ruskin,1819,1900,87,"['Art, Greek', 'Athena (Greek deity)', 'Mythology, Greek']"
The Seven Lamps of Architecture,John Ruskin,1819,1900,746,['Architecture']
"The Stones of Venice, Volume I (of 3)",John Ruskin,1819,1900,385,['Architecture -- Italy -- Venice']
"The Stones of Venice, Volume II (of 3)",John Ruskin,1819,1900,587,['Architecture -- Italy -- Venice']
"The Stones of Venice, Volume III (of 3)",John Ruskin,1819,1900,147,['Architecture -- Italy -- Venice']
The Storm-Cloud of the Nineteenth Century,John Ruskin,1819,1900,117,['Clouds']
The Two Paths,John Ruskin,1819,1900,61,"['Athens (Greece) -- Drama', 'Knights and knighthood -- Drama', 'Tragicomedy']"
Time and Tide by Weare and Tyne,John Ruskin,1819,1900,29,"['Social sciences', 'Working class -- Great Britain']"
Unto This Last and Other Essays on Political Economy,John Ruskin,1819,1900,282,"['Art', 'Economics']"
Val d'Arno,John Ruskin,1819,1900,24,['Art -- Italy -- Tuscany']
"A System Of Logic, Ratiocinative And Inductive",John Stuart Mill,1806,1873,736,"['Knowledge, Theory of', 'Logic', 'Science -- Methodology']"
Auguste Comte and Positivism,John Stuart Mill,1806,1873,115,"['Comte, Auguste, 1798-1857', 'Positivism']"
Autobiography,John Stuart Mill,1806,1873,275,"['Mill, John Stuart, 1806-1873', 'Philosophers -- England -- Biography']"
Considerations on Representative Government,John Stuart Mill,1806,1873,941,['Representative government and representation']
Essays on some unsettled Questions of Political Economy,John Stuart Mill,1806,1873,27,"['Art', 'Art -- Censorship', 'Art -- Philosophy']"
On Liberty,John Stuart Mill,1806,1873,6205,['Liberty']
Principles Of Political Economy,John Stuart Mill,1806,1873,524,['Economics']
Socialism,John Stuart Mill,1806,1873,21,['Socialism']
The Contest in America,John Stuart Mill,1806,1873,108,"['United States -- History -- Civil War, 1861-1865 -- Foreign public opinion', 'United States -- Politics and government -- 1861-1865']"
The Subjection of Women,John Stuart Mill,1806,1873,1493,"['Women -- Social and moral questions', ""Women\\'s rights""]"
Utilitarianism,John Stuart Mill,1806,1873,1988,['Utilitarianism']
A Modest Proposal,Jonathan Swift,1667,1745,36176,"['Ireland -- Politics and government -- 18th century -- Humor', 'Political satire, English', 'Religious satire, English']"
A Tale of a Tub,Jonathan Swift,1667,1745,494,"['Satire, English']"
Gulliver's Travels,Jonathan Swift,1667,1745,8778,"['Fantasy fiction', 'Gulliver, Lemuel (Fictitious character) -- Fiction', 'Satire', 'Travelers -- Fiction', 'Voyages, Imaginary -- Early works to 1800']"
The Battle of the Books,Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
The Bickerstaff-Partridge Papers,Jonathan Swift,1667,1745,70,"['Satire, English']"
The Journal to Stella,Jonathan Swift,1667,1745,189,"['Authors, Irish -- 18th century -- Correspondence', 'Johnson, Esther, 1681-1728 -- Correspondence', 'Swift, Jonathan, 1667-1745 -- Correspondence']"
"The Poems of Jonathan Swift, D.D., Volume 1",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"The Poems of Jonathan Swift, D.D., Volume 2",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"The Prose Works of Jonathan Swift, D.D., Volume 10",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"The Prose Works of Jonathan Swift, D.D., Volume 3",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"The Prose Works of Jonathan Swift, D.D., Volume 4",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"The Prose Works of Jonathan Swift, D.D., Volume 6",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"The Prose Works of Jonathan Swift, D.D., Volume 7",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"The Prose Works of Jonathan Swift, D.D., Volume 9",Jonathan Swift,1667,1745,574,"['Ancients and moderns, Quarrel of', 'English essays', 'Satire, English']"
"Three Sermons, Three Prayers",Jonathan Swift,1667,1745,60,"['Church of England -- Sermons', 'Conscience', 'Obedience', 'Sermons, English -- 18th century', 'Trinity -- Early works to 1800']"
'Twixt Land & Sea,Joseph Conrad,1857,1924,88,"['Indian Ocean -- Fiction', 'Ship captains -- Fiction']"
A Personal Record,Joseph Conrad,1857,1924,102,"['Conrad, Joseph, 1857-1924', 'Novelists, English -- 20th century -- Biography']"
A Set of Six,Joseph Conrad,1857,1924,316,"['Adventure and adventurers -- Fiction', 'Short stories']"
Almayer's Folly,Joseph Conrad,1857,1924,127,"['Borneo -- Fiction', 'Didactic fiction', 'Dutch -- Borneo -- Fiction', 'Imperialism -- Fiction', 'Lingard, Tom (Fictitious character) -- Fiction', 'Psychological fiction', 'Trading companies -- Fiction']"
Amy Foster,Joseph Conrad,1857,1924,387,['Man-woman relationships -- Fiction']
An Outcast of the Islands,Joseph Conrad,1857,1924,189,"['Betrayal -- Fiction', 'Clerks -- Fiction', 'Europeans -- Southeast Asia -- Fiction', 'Lingard, Tom (Fictitious character) -- Fiction', 'Psychological fiction', 'Southeast Asia -- Fiction', 'Trading companies -- Fiction']"
Chance,Joseph Conrad,1857,1924,68,"['Children of prisoners -- Fiction', 'Fathers and daughters -- Fiction', 'Love stories', 'Psychological fiction', 'Sea stories', ""Ship captains\\' spouses -- Fiction"", 'Young women -- Fiction']"
End of the Tether,Joseph Conrad,1857,1924,103,"['Fathers and daughters -- Fiction', 'Older men -- Fiction', 'Seafaring life -- Fiction', 'Ship captains -- Fiction']"
Falk,Joseph Conrad,1857,1924,67,"['Man-woman relationships -- Fiction', 'Seafaring life -- Fiction']"
Gaspar Ruiz,Joseph Conrad,1857,1924,49,"['Chile -- History -- War of Independence, 1810-1824 -- Fiction', 'War stories']"
"Heart of Darkness, Version 1",Joseph Conrad,1857,1924,1440,"['Africa -- Fiction', 'Degeneration -- Fiction', 'Europeans -- Africa -- Fiction', 'Imperialism -- Fiction', 'Psychological fiction', 'Trading posts -- Fiction']"
"Heart of Darkness, Version 2",Joseph Conrad,1857,1924,1440,"['Africa -- Fiction', 'Degeneration -- Fiction', 'Europeans -- Africa -- Fiction', 'Imperialism -- Fiction', 'Psychological fiction', 'Trading posts -- Fiction']"
Lord Jim,Joseph Conrad,1857,1924,1066,"['Atonement -- Fiction', 'British -- Indonesia -- Fiction', 'Cowardice -- Fiction', 'Indonesia -- Fiction', 'Merchant marine -- Officers -- Fiction', 'Psychological fiction']"
"Nostromo, A Tale of the Seaboard",Joseph Conrad,1857,1924,189,"['Betrayal -- Fiction', 'Clerks -- Fiction', 'Europeans -- Southeast Asia -- Fiction', 'Lingard, Tom (Fictitious character) -- Fiction', 'Psychological fiction', 'Southeast Asia -- Fiction', 'Trading companies -- Fiction']"
Notes on Life and Letters,Joseph Conrad,1857,1924,89,"['Conrad, Joseph, 1857-1924', 'Essays', 'Literature -- History and criticism']"
Notes on My Books,Joseph Conrad,1857,1924,25,"['Conrad, Joseph, 1857-1924 -- Criticism and interpretation']"
One Day More,Joseph Conrad,1857,1924,212,['England -- Drama']
Some Reminiscences,Joseph Conrad,1857,1924,51,"['Authors, English -- 19th century -- Biography', 'Conrad, Joseph, 1857-1924']"
Tales Of Hearsay,Joseph Conrad,1857,1924,68,['Short stories']
Tales of Unrest,Joseph Conrad,1857,1924,343,"['Adventure stories, English', 'Short stories']"
The Arrow of Gold,Joseph Conrad,1857,1924,69,"['Adventure stories', 'Illegal arms transfers -- Fiction', 'Marseille (France) -- Fiction', 'Sea stories', 'Young men -- Fiction']"
The Mirror of the Sea,Joseph Conrad,1857,1924,161,"['Conrad, Joseph, 1857-1924 -- Travel', 'Seafaring life']"
The Nigger Of The _Narcissus_,Joseph Conrad,1857,1924,106,['Paris Peace Conference (1919-1920)']
